,Nx,Nt,Error
292,7,4,0.07688210121929392
293,7,5,0.04066411195594426
294,7,6,0.03087688039289387
295,7,7,0.018415904001031234
296,7,8,0.018786412295143568
297,7,9,0.01655127624446166
298,7,10,0.01706718160163932
299,7,11,0.01677437894851795
300,7,12,0.016867252688929524
301,7,13,0.016833788081086345
302,7,14,0.01684396510148179
303,7,15,0.016841057413733537
304,7,16,0.01684180312377761
305,7,17,0.016841630265933074
306,7,18,0.016841666236731237
307,7,19,0.016841659594405995
308,7,20,0.01684166072948991
309,7,21,0.016841660601183132
310,7,22,0.01684166065379913
311,7,23,0.01684166068229188
312,7,24,0.016841660712013148
313,7,25,0.016841660740044062
314,7,26,0.01684166076659525
315,7,27,0.01684166079162623
316,7,28,0.01684166081517796
317,7,29,0.016841660837297687
318,7,30,0.016841660858050448
319,7,31,0.01684166087750311
320,7,32,0.016841660895723306
321,7,33,0.016841660912809753
322,7,34,0.016841660928816723
323,7,35,0.016841660943819798
324,7,36,0.016841660957886143
325,7,37,0.01684166097108935
326,7,38,0.01684166098349165
327,7,39,0.016841660995133904
328,7,40,0.016841661006083423
329,7,41,0.016841661016387118
330,7,42,0.01684166102609454
331,7,43,0.01684166103523577
332,7,44,0.0168416610438572
333,7,45,0.016841661051995624
334,7,46,0.016841661059679623
335,7,47,0.016841661066961777
336,7,48,0.016841661073829985
337,7,49,0.01684166108034751
338,7,50,0.016841661086513915
339,7,51,0.016841661092380188
340,7,52,0.01684166109793857
341,7,53,0.016841661103207523
342,7,54,0.01684166110822487
343,7,55,0.01684166111300561
344,7,56,0.01684166111754196
345,7,57,0.01684166112186849
346,7,58,0.016841661125996235
347,7,59,0.016841661129919652
348,8,2,0.2861228772331098
349,8,3,0.13700128021840982
350,8,4,0.0810641536125604
351,8,5,0.046908530248654254
352,8,6,0.034305479966108395
353,8,7,0.019272595959590088
354,8,8,0.017487648184432835
355,8,9,0.012952488214858183
356,8,10,0.01359347165371005
357,8,11,0.012726674085561772
358,8,12,0.012991235802410744
359,8,13,0.012846968748992554
360,8,14,0.012899806689545854
361,8,15,0.012878705086846855
362,8,16,0.012886085512483986
363,8,17,0.012883602809832674
364,8,18,0.012884375914431454
365,8,19,0.012884149901496523
366,8,20,0.012884211630240866
367,8,21,0.012884195905605217
368,8,22,0.01288419967478073
369,8,23,0.012884198863436268
370,8,24,0.012884199054067447
371,8,25,0.012884199039717503
372,8,26,0.012884199062975443
373,8,27,0.012884199078568795
374,8,28,0.012884199094313153
375,8,29,0.012884199108985748
376,8,30,0.012884199122795094
377,8,31,0.012884199135776792
378,8,32,0.012884199147958622
379,8,33,0.012884199159389476
380,8,34,0.012884199170119811
381,8,35,0.012884199180188943
382,8,36,0.01288419918964842
383,8,37,0.012884199198530628
384,8,38,0.012884199206881693
385,8,39,0.012884199214731495
386,8,40,0.012884199222120548
387,8,41,0.012884199229076972
388,8,42,0.012884199235632736
389,8,43,0.012884199241814444
390,8,44,0.012884199247648977
391,8,45,0.01288419925316264
392,8,46,0.012884199258365014
393,8,47,0.012884199263296535
394,8,48,0.012884199267951892
395,8,49,0.012884199272369766
396,8,50,0.012884199276569202
397,8,51,0.012884199280537897
398,8,52,0.012884199284310689
399,8,53,0.012884199287890348
400,8,54,0.01288419929130323
401,8,55,0.012884199294547379
402,8,56,0.012884199297636335
403,8,57,0.012884199300577928
404,8,58,0.012884199303386284
405,8,59,0.0128841993060572
406,9,2,0.2824783360198278
407,9,3,0.13849329424220033
408,9,4,0.08344120895877165
409,9,5,0.05159939230355366
410,9,6,0.03779013197673647
411,9,7,0.02228654422160165
412,9,8,0.018400106449482367
413,9,9,0.011789645957535164
414,9,10,0.011915318607122699
415,9,11,0.010057010702067758
416,9,12,0.010488298323443158
417,9,13,0.010085236953999982
418,9,14,0.010232444450574502
419,9,15,0.010152147612926548
420,9,16,0.01018484192609699
421,9,17,0.010170559907467552
422,9,18,0.010176170535350866
423,9,19,0.010174019194702266
424,9,20,0.01017479480527751
425,9,21,0.01017452821394332
426,9,22,0.010174614957367725
427,9,23,0.010174588253529251
428,9,24,0.010174596043608108
429,9,25,0.010174593921839096
430,9,26,0.010174594486780375
431,9,27,0.010174594364589187
432,9,28,0.010174594406690933
433,9,29,0.010174594410928904
434,9,30,0.010174594422409136
435,9,31,0.01017459443173331
436,9,32,0.010174594440756113
437,9,33,0.01017459444920689
438,9,34,0.010174594457141096
439,9,35,0.010174594464596556
440,9,36,0.010174594471596589
441,9,37,0.010174594478184373
442,9,38,0.010174594484379825
443,9,39,0.01017459449020007
444,9,40,0.010174594495699638
445,9,41,0.010174594500866342
446,9,42,0.010174594505751611
447,9,43,0.01017459451034109
448,9,44,0.01017459451468628
449,9,45,0.010174594518792811
450,9,46,0.010174594522679574
451,9,47,0.010174594526349494
452,9,48,0.01017459452982622
453,9,49,0.010174594533113453
454,9,50,0.010174594536244287
455,9,51,0.010174594539209901
456,9,52,0.010174594542027003
457,9,53,0.010174594544696061
458,9,54,0.01017459454725051
459,9,55,0.010174594549671161
460,9,56,0.010174594551971377
461,9,57,0.01017459455417887
462,9,58,0.010174594556274556
463,9,59,0.010174594558270177
464,10,2,0.2789378302831663
465,10,3,0.13869433510552354
466,10,4,0.08460322908548898
467,10,5,0.05484459813025057
468,10,6,0.04063614181863424
469,10,7,0.02553462088963168
470,10,8,0.02026147052039381
471,10,9,0.012537325047646425
472,10,10,0.011661046652139958
473,10,11,0.00860285855854771
474,10,12,0.008995947143585795
475,10,13,0.00813099799573125
476,10,14,0.008397210234484866
477,10,15,0.008184743219008256
478,10,16,0.008272620370092684
479,10,17,0.008223644697442321
480,10,18,0.008245394783749594
481,10,19,0.008235146075873742
482,10,20,0.008239562859898627
483,10,21,0.008237689996538879
484,10,22,0.008238443814062869
485,10,23,0.00823815137163473
486,10,24,0.00823825991524155
487,10,25,0.008238221302951178
488,10,26,0.00823823447097652
489,10,27,0.008238230188566842
490,10,28,0.008238231537179971
491,10,29,0.008238231145617898
492,10,30,0.008238231267840733
493,10,31,0.008238231244180171
494,10,32,0.008238231259409411
495,10,33,0.00823823126402608
496,10,34,0.00823823127077284
497,10,35,0.008238231276545629
498,10,36,0.00823823128210101
499,10,37,0.008238231287301886
500,10,38,0.008238231292208827
501,10,39,0.008238231296833329
502,10,40,0.008238231301179913
503,10,41,0.008238231305263622
504,10,42,0.008238231309126882
505,10,43,0.00823823131277369
506,10,44,0.008238231316216423
507,10,45,0.008238231319462188
508,10,46,0.00823823132253887
509,10,47,0.008238231325473834
510,10,48,0.008238231328209625
511,10,49,0.008238231330837608
512,10,50,0.008238231333314439
513,10,51,0.008238231335672083
514,10,52,0.0082382313379096
515,10,53,0.008238231340033856
516,10,54,0.008238231342052349
517,10,55,0.008238231343979273
518,10,56,0.008238231345823865
519,10,57,0.008238231347562805
520,10,58,0.008238231349226029
521,10,59,0.008238231350829626
522,11,2,0.27563795554155957
523,11,3,0.13818489868055475
524,11,4,0.0849877077836234
525,11,5,0.056990534399363066
526,11,6,0.04276378601190299
527,11,7,0.028344804997164637
528,11,8,0.022279859783674368
529,11,9,0.014211568406654846
530,11,10,0.012354902760242028
531,11,11,0.008317946599107806
532,11,12,0.008356927296468971
533,11,13,0.006849027631455552
534,11,14,0.0071780454557955455
535,11,15,0.00672979290220028
536,11,16,0.006895733247884877
537,11,17,0.006772550341728902
538,11,18,0.006828537875653991
539,11,19,0.006796461375328488
540,11,20,0.006811749241589172
541,11,21,0.006804080057910078
542,11,22,0.006807641473589782
543,11,23,0.006806004064158147
544,11,24,0.006806723942858277
545,11,25,0.006806416254391177
546,11,26,0.006806543064869938
547,11,27,0.006806492521838668
548,11,28,0.006806511985516788
549,11,29,0.006806504760478959
550,11,30,0.006806507361287471
551,11,31,0.006806506469714998
552,11,32,0.006806506775100745
553,11,33,0.006806506684265071
554,11,34,0.006806506719266148
555,11,35,0.006806506715237356
556,11,36,0.00680650672234896
557,11,37,0.006806506725946726
558,11,38,0.006806506730181871
559,11,39,0.006806506733944468
560,11,40,0.006806506737557145
561,11,41,0.0068065067409359605
562,11,42,0.0068065067441406306
563,11,43,0.006806506747147509
564,11,44,0.006806506749998638
565,11,45,0.006806506752694326
566,11,46,0.00680650675523928
567,11,47,0.006806506757656898
568,11,48,0.0068065067599396645
569,11,49,0.0068065067621079
570,11,50,0.006806506764163607
571,11,51,0.006806506766126173
572,11,52,0.00680650676795604
573,11,53,0.006806506769729158
574,11,54,0.006806506771407609
575,11,55,0.0068065067729908115
576,11,56,0.006806506774526769
577,11,57,0.006806506775978057
578,11,58,0.006806506777358455
579,11,59,0.006806506778677132
580,12,2,0.2726187152512218
581,12,3,0.1372939669918651
582,12,4,0.0848866205849179
583,12,5,0.05834909056169934
584,12,6,0.04427476143006343
585,12,7,0.03058825584212854
586,12,8,0.0241096033774908
587,12,9,0.016090626662629084
588,12,10,0.013506617918597938
589,12,11,0.008917377880452392
590,12,12,0.008414873701300549
591,12,13,0.006235934274842553
592,12,14,0.006482519168755293
593,12,15,0.005685059874392207
594,12,16,0.005919017841238182
595,12,17,0.005665138687526906
596,12,18,0.005772353153779857
597,12,19,0.005695428720581953
598,12,20,0.005733056854526327
599,12,21,0.00571088078139089
600,12,22,0.00572208598144249
601,12,23,0.005716158220907968
602,12,24,0.005719088216728777
603,12,25,0.005717647492898341
604,12,26,0.005718328643570683
605,12,27,0.005718013586361181
606,12,28,0.005718154862599656
607,12,29,0.005718093210290366
608,12,30,0.005718119348411709
609,12,31,0.005718108590859961
610,12,32,0.005718112900218525
611,12,33,0.005718111233375331
612,12,34,0.0057181118678168745
613,12,35,0.005718111641484875
614,12,36,0.005718111727173717
615,12,37,0.005718111702681096
616,12,38,0.005718111715520786
617,12,39,0.005718111715739985
618,12,40,0.005718111719760465
619,12,41,0.005718111722358096
620,12,42,0.005718111725181204
621,12,43,0.005718111727731441
622,12,44,0.005718111730176062
623,12,45,0.005718111732459731
624,12,46,0.00571811173462928
625,12,47,0.00571811173669811
626,12,48,0.0057181117386522155
627,12,49,0.00571811174050567
628,12,50,0.005718111742272652
629,12,51,0.005718111743943181
630,12,52,0.005718111745524381
631,12,53,0.00571811174701032
632,12,54,0.0057181117484456055
633,12,55,0.005718111749818592
634,12,56,0.005718111751107495
635,12,57,0.005718111752363987
636,12,58,0.00571811175353465
637,12,59,0.005718111754688331
638,13,2,0.2698783437245201
639,13,3,0.13621049704174903
640,13,4,0.08448868161250477
641,13,5,0.05915571532534871
642,13,6,0.04530191434707359
643,13,7,0.03231041379250121
644,13,8,0.025642541773603787
645,13,9,0.017845752517278345
646,13,10,0.014780247621310373
647,13,11,0.009974573530912285
648,13,12,0.00894486820443363
649,13,13,0.006249426558468203
650,13,14,0.006253770481931813
651,13,15,0.005036570606372387
652,13,16,0.005279623969666757
653,13,17,0.004827482285109584
654,13,18,0.0049890913530602045
655,13,19,0.004834531042549359
656,13,20,0.004906506409001743
657,13,21,0.004855605202723788
658,13,22,0.004882017471997514
659,13,23,0.004866017699582873
660,13,24,0.00487451350428017
661,13,25,0.004869808361484377
662,13,26,0.0048722605774740285
663,13,27,0.004870984656699042
664,13,28,0.004871625569885656
665,13,29,0.0048713090973127
666,13,30,0.004871461196502826
667,13,31,0.004871389709763115
668,13,32,0.00487142248928543
669,13,33,0.004871407821736894
670,13,34,0.004871414233267195
671,13,35,0.0048714115061725075
672,13,36,0.004871412644739139
673,13,37,0.004871412187660061
674,13,38,0.004871412372667212
675,13,39,0.004871412305342261
676,13,40,0.004871412334385503
677,13,41,0.004871412327254954
678,13,42,0.004871412333082547
679,13,43,0.004871412334146222
680,13,44,0.004871412336653204
681,13,45,0.00487141233853258
682,13,46,0.0048714123404733425
683,13,47,0.004871412342275126
684,13,48,0.00487141234397636
685,13,49,0.00487141234560162
686,13,50,0.004871412347127413
687,13,51,0.0048714123485868
688,13,52,0.0048714123499810765
689,13,53,0.0048714123512969745
690,13,54,0.0048714123525571435
691,13,55,0.004871412353750679
692,13,56,0.004871412354888772
693,13,57,0.0048714123559585884
694,13,58,0.004871412357017706
695,13,59,0.0048714123579932135
696,14,2,0.2673980012249809
697,14,3,0.13504406767003305
698,14,4,0.08391477255805027
699,14,5,0.05957873358197005
700,14,6,0.04596392173206561
701,14,7,0.03359987410440813
702,14,8,0.02687282539681039
703,14,9,0.019365166828854523
704,14,10,0.015999282997796724
705,14,11,0.011170198645120406
706,14,12,0.009721672965910522
707,14,13,0.006722943479298467
708,14,14,0.00640523651625027
709,14,15,0.00479107912812209
710,14,16,0.0049492209524912185
711,14,17,0.00423969818360732
712,14,18,0.0044339301227601146
713,14,19,0.004160914131526732
714,14,20,0.004273303498328219
715,14,21,0.004173584392319711
716,14,22,0.00422364894854056
717,14,23,0.00418836867894978
718,14,24,0.004207593396668619
719,14,25,0.004195640843742577
720,14,26,0.004202264771119623
721,14,27,0.00419844735892442
722,14,28,0.00420052935758033
723,14,29,0.0041993926258267365
724,14,30,0.0041999936745459815
725,14,31,0.004199680073459598
726,14,32,0.004199839815288116
727,14,33,0.004199759934285928
728,14,34,0.004199799032935666
729,14,35,0.004199780283835568
730,14,36,0.004199789093857993
731,14,37,0.00419978504555896
732,14,38,0.004199786872772645
733,14,39,0.004199786070759454
734,14,40,0.0041997864204154235
735,14,41,0.004199786275934631
736,14,42,0.004199786338719524
737,14,43,0.004199786316173544
738,14,44,0.004199786327782123
739,14,45,0.004199786325804571
740,14,46,0.00419978632892304
741,14,47,0.004199786329997222
742,14,48,0.0041997863317089984
743,14,49,0.004199786333081789
744,14,50,0.004199786334453382
745,14,51,0.004199786335767135
746,14,52,0.004199786337006003
747,14,53,0.004199786338168126
748,14,54,0.004199786339279315
749,14,55,0.004199786340355056
750,14,56,0.004199786341361946
751,14,57,0.004199786342323018
752,14,58,0.004199786343244118
753,14,59,0.004199786344110458
754,15,2,0.265153038895647
755,15,3,0.13385836724408182
756,15,4,0.08324221701437864
757,15,5,0.05973629795981002
758,15,6,0.0463555566344839
759,15,7,0.034545143633783526
760,15,8,0.027832681766954432
761,15,9,0.020630844204952613
762,15,10,0.017087622976769253
763,15,11,0.012334723531895532
764,15,12,0.010582676557923162
765,15,13,0.0074467275326735765
766,15,14,0.0068170406697137306
767,15,15,0.004907070381595831
768,15,16,0.004896722323113689
769,15,17,0.003909012653253796
770,15,18,0.004087753456554195
771,15,19,0.0036546856824399114
772,15,20,0.0038008774793682355
773,15,21,0.003626881723065021
774,15,22,0.0037064817174697444
775,15,23,0.003639029605201959
776,15,24,0.0036749838586651786
777,15,25,0.003649581324680918
778,15,26,0.003664008793346902
779,15,27,0.0036548193303764147
780,15,28,0.003660104799498148
781,15,29,0.0036569507357263904
782,15,30,0.0036587400300075205
783,15,31,0.0036577216629168512
784,15,32,0.003658284373796408
785,15,33,0.0036579766041754617
786,15,34,0.0036581413297681075
787,15,35,0.0036580545072825593
788,15,36,0.0036580994120822613
789,15,37,0.003658076587343981
790,15,38,0.0036580879840492435
791,15,39,0.003658082399328816
792,15,40,0.0036580850914739046
793,15,41,0.0036580838216379113
794,15,42,0.0036580844139658913
795,15,43,0.003658084146678509
796,15,44,0.003658084268774079
797,15,45,0.0036580842175167197
798,15,46,0.003658084241829809
799,15,47,0.003658084233632925
800,15,48,0.0036580842390038725
801,15,49,0.003658084238675805
802,15,50,0.00365808424055666
803,15,51,0.003658084241469381
804,15,52,0.0036580842426792255
805,15,53,0.0036580842437018792
806,15,54,0.003658084244718811
807,15,55,0.0036580842456770926
808,15,56,0.003658084246594163
809,15,57,0.0036580842474761904
810,15,58,0.0036580842482936277
811,15,59,0.0036580842490666157
812,16,2,0.2631180918128379
813,16,3,0.1326900804979266
814,16,4,0.082520466696995
815,16,5,0.05971097673418499
816,16,6,0.04654912513703142
817,16,7,0.03522204452361237
818,16,8,0.02856460463874295
819,16,9,0.021661330434053758
820,16,10,0.01802200017209473
821,16,11,0.013393872104879533
822,16,12,0.01143199311916401
823,16,13,0.008261791535398924
824,16,14,0.007373129270400362
825,16,15,0.005283463649043416
826,16,16,0.005068104039073521
827,16,17,0.003834350570572426
828,16,18,0.003938400140470501
829,16,19,0.003317351440543547
830,16,20,0.003474391344109753
831,16,21,0.003198076072619118
832,16,22,0.0033065501059207376
833,16,23,0.003190483181459566
834,16,24,0.003248098154500092
835,16,25,0.003200647488982976
836,16,26,0.0032272080558187325
837,16,27,0.003208328653303777
838,16,28,0.0032194396907480414
839,16,29,0.0032122029682146187
840,16,30,0.0032165033130859924
841,16,31,0.0032138569247367366
842,16,32,0.003215410895537195
843,16,33,0.003214493818226817
844,16,34,0.003215020319307065
845,16,35,0.003214720364216337
846,16,36,0.003214887899894599
847,16,37,0.0032147955139267236
848,16,38,0.0032148456045429006
849,16,39,0.003214818846540264
850,16,40,0.003214832916519662
851,16,41,0.0032148256358968397
852,16,42,0.0032148293479175795
853,16,43,0.0032148274888121244
854,16,44,0.003214828408780504
855,16,45,0.0032148279641270885
856,16,46,0.0032148281787676243
857,16,47,0.003214828079778452
858,16,48,0.0032148281274484596
859,16,49,0.003214828107489109
860,16,50,0.003214828118088279
861,16,51,0.00321482811498106
862,16,52,0.003214828117803669
863,16,53,0.0032148281179964046
864,16,54,0.003214828119237758
865,16,55,0.0032148281199776067
866,16,56,0.0032148281208672805
867,16,57,0.0032148281216399974
868,16,58,0.0032148281224056155
869,16,59,0.003214828123128887
870,17,2,0.26126927575141723
871,17,3,0.13155977557490664
872,17,4,0.08178106962591415
873,17,5,0.05956055015147977
874,17,6,0.04659868169740482
875,17,7,0.03569175974561452
876,17,8,0.02911007304916119
877,17,9,0.022487111125355147
878,17,10,0.018804544814219476
879,17,11,0.014322430709080052
880,17,12,0.012220435073027844
881,17,13,0.009074839425973223
882,17,14,0.007986789459592376
883,17,15,0.005807403974868952
884,17,16,0.0053942358249258
885,17,17,0.003980214045419351
886,17,18,0.003964331202765415
887,17,19,0.003155489188993141
888,17,20,0.0032874860216640916
889,17,21,0.002884827418046375
890,17,22,0.003011896730665564
891,17,23,0.002828328267734594
892,17,24,0.002909094361571598
893,17,25,0.002828616371768508
894,17,26,0.002871241294556389
895,17,27,0.0028367448269057214
896,17,28,0.002856858154400789
897,17,29,0.0028424473755103256
898,17,30,0.0028511954074637302
899,17,31,0.0028453795199275085
900,17,32,0.0028489368633805895
901,17,33,0.002846686957651751
902,17,34,0.0028480489797547263
903,17,35,0.0028472191303329196
904,17,36,0.0028477117981784545
905,17,37,0.002847420931546504
906,17,38,0.0028475895331842296
907,17,39,0.0028474928369928705
908,17,40,0.0028475474499819052
909,17,41,0.0028475169965634464
910,17,42,0.0028475337397518776
911,17,43,0.0028475246611413493
912,17,44,0.0028475295185671104
913,17,45,0.0028475269585705246
914,17,46,0.002847528292025801
915,17,47,0.002847527609992384
916,17,48,0.002847527956634085
917,17,49,0.0028475277854686193
918,17,50,0.0028475278711902817
919,17,51,0.002847527831130725
920,17,52,0.002847527851671874
921,17,53,0.0028475278433243195
922,17,54,0.0028475278484571243
923,17,55,0.002847527847297728
924,17,56,0.0028475278489497186
