,1e-15,1e-14,1e-13,1e-12,1e-11,1e-10
4902,268.81653,718.8566,789.3877,789.35986,789.38043,789.3988
4903,268.8433,718.88824,789.3877,789.35986,789.37994,789.3988
4904,268.87006,718.92,789.3877,789.35986,789.3802,789.3988
4905,268.89685,718.9518,789.3877,789.35986,789.3805,789.39886
4906,268.9236,718.9834,789.3877,789.35986,789.3801,789.39886
4907,268.95035,719.01495,789.3877,789.35986,789.37885,789.39886
4908,268.9771,719.04663,789.3877,789.35986,789.37964,789.39886
4909,269.00385,719.0782,789.3877,789.35986,789.3797,789.39886
4910,269.03058,719.1098,789.3877,789.35986,789.3801,789.39886
4911,269.05734,719.1414,789.3877,789.35986,789.37994,789.39886
4912,269.08408,719.173,789.3877,789.35986,789.3804,789.39886
4913,269.11084,719.2045,789.3877,789.35986,789.3794,789.39886
4914,269.13757,719.2361,789.3877,789.35986,789.3801,789.39886
4915,269.1643,719.2676,789.3877,789.35986,789.37946,789.39886
4916,269.19107,719.29913,789.3877,789.35986,789.37964,789.39886
4917,269.2178,719.3306,789.3877,789.35986,789.38025,789.39886
4918,269.24454,719.36206,789.3877,789.35986,789.37994,789.39886
4919,269.27124,719.39355,789.3877,789.35986,789.3807,789.39886
4920,269.29794,719.4251,789.3877,789.35986,789.3795,789.39886
4921,269.32465,719.45654,789.3877,789.35986,789.3802,789.39886
4922,269.35138,719.488,789.3877,789.35986,789.3803,789.39886
4923,269.37808,719.51935,789.3877,789.35986,789.3805,789.39886
4924,269.4048,719.5508,789.3877,789.35986,789.3798,789.39886
4925,269.4315,719.58215,789.3877,789.35986,789.37994,789.39886
4926,269.45822,719.6135,789.3877,789.35986,789.3802,789.39886
4927,269.48492,719.64484,789.3877,789.35986,789.3797,789.39886
4928,269.51163,719.67633,789.3877,789.35986,789.3794,789.39886
4929,269.53833,719.7076,789.3877,789.35986,789.38055,789.39886
4930,269.56503,719.7389,789.3877,789.35986,789.3808,789.3989
4931,269.5917,719.7702,789.3877,789.35986,789.38086,789.3989
4932,269.6184,719.8015,789.3877,789.35986,789.3808,789.3989
4933,269.64508,719.8328,789.3877,789.35986,789.3806,789.3989
4934,269.67178,719.8641,789.3877,789.35986,789.38055,789.3989
4935,269.69846,719.89526,789.3877,789.35986,789.38074,789.3989
4936,269.72516,719.92645,789.3877,789.35986,789.38055,789.3989
4937,269.75186,719.95764,789.3877,789.35986,789.3806,789.3989
4938,269.77853,719.98895,789.3877,789.35986,789.3807,789.3989
4939,269.80524,720.02014,789.3877,789.35986,789.37976,789.3989
4940,269.83188,720.05133,789.3877,789.35986,789.37964,789.3989
4941,269.85855,720.0824,789.3877,789.35986,789.38,789.3989
4942,269.8852,720.11365,789.3877,789.35986,789.38025,789.3989
4943,269.91183,720.1447,789.3877,789.35986,789.3804,789.3989
4944,269.9385,720.17584,789.3877,789.35986,789.3806,789.3989
4945,269.96515,720.207,789.3877,789.35986,789.3805,789.3989
4946,269.9918,720.23804,789.3877,789.35986,789.3807,789.3989
4947,270.01846,720.2691,789.3877,789.35986,789.3808,789.3989
4948,270.0451,720.3002,789.3877,789.35986,789.3811,789.3989
4949,270.07175,720.3313,789.3877,789.35986,789.38086,789.3989
4950,270.09842,720.36224,789.3877,789.35986,789.38055,789.3989
4951,270.12503,720.39325,789.3877,789.35986,789.3804,789.3989
4952,270.15167,720.4244,789.3877,789.35986,789.37994,789.3989
4953,270.17828,720.4554,789.3877,789.35986,789.3811,789.3989
4954,270.2049,720.4863,789.3877,789.35986,789.3808,789.3989
4955,270.23154,720.5173,789.3877,789.35986,789.38043,789.3989
4956,270.25815,720.5482,789.3877,789.35986,789.3804,789.3989
4957,270.28476,720.57916,789.3877,789.35986,789.38086,789.3989
4958,270.3114,720.6101,789.3877,789.35986,789.38043,789.3989
4959,270.338,720.64105,789.3877,789.35986,789.3806,789.399
4960,270.36462,720.67194,789.3877,789.35986,789.3806,789.399
4961,270.39127,720.70276,789.3877,789.35986,789.381,789.399
4962,270.41785,720.7337,789.3877,789.35986,789.37976,789.399
4963,270.44446,720.7645,789.3877,789.35986,789.37946,789.399
4964,270.47107,720.79535,789.3877,789.35986,789.3801,789.399
4965,270.49765,720.82623,789.3877,789.35986,789.3799,789.399
4966,270.52426,720.85706,789.3877,789.35986,789.3798,789.399
4967,270.55087,720.8879,789.3877,789.35986,789.37976,789.399
4968,270.57745,720.9186,789.3877,789.35986,789.37933,789.399
4969,270.60406,720.9494,789.3877,789.35986,789.3799,789.399
4970,270.63068,720.9802,789.3877,789.35986,789.38055,789.399
4971,270.65726,721.0109,789.3877,789.35986,789.37964,789.399
4972,270.68387,721.04156,789.3877,789.35986,789.3799,789.399
4973,270.71045,721.0723,789.3877,789.35986,789.3801,789.399
4974,270.73703,721.103,789.3877,789.35986,789.3801,789.399
4975,270.76358,721.1338,789.3877,789.35986,789.3799,789.399
4976,270.79016,721.1645,789.3877,789.35986,789.3796,789.399
4977,270.81674,721.1951,789.3877,789.35986,789.38007,789.399
4978,270.8433,721.22577,789.3877,789.35986,789.3802,789.399
4979,270.86987,721.2564,789.3877,789.35986,789.3802,789.399
4980,270.89645,721.28705,789.3877,789.35986,789.3791,789.399
4981,270.92303,721.3176,789.3877,789.35986,789.37964,789.399
4982,270.9496,721.3483,789.3877,789.35986,789.3801,789.399
4983,270.97617,721.3789,789.3877,789.35986,789.37976,789.399
4984,271.00272,721.4095,789.3877,789.35986,789.3804,789.399
4985,271.02924,721.44006,789.3877,789.35986,789.38,789.39905
4986,271.0558,721.4706,789.3877,789.35986,789.37964,789.39905
4987,271.08234,721.5011,789.3877,789.35986,789.3797,789.39905
4988,271.10886,721.5316,789.3877,789.35986,789.38007,789.39905
4989,271.1354,721.56213,789.3877,789.35986,789.3806,789.39905
4990,271.16193,721.5926,789.3877,789.35986,789.37976,789.39905
4991,271.18848,721.62305,789.3877,789.35986,789.3796,789.39905
4992,271.215,721.6535,789.3877,789.35986,789.37933,789.39905
4993,271.24155,721.68396,789.3877,789.35986,789.37946,789.39905
4994,271.26807,721.7144,789.3877,789.35986,789.37915,789.39905
4995,271.2946,721.74475,789.3877,789.35986,789.3797,789.39905
4996,271.3211,721.7752,789.3877,789.35986,789.3807,789.39905
4997,271.3476,721.80554,789.3877,789.35986,789.3802,789.39905
4998,271.3741,721.8359,789.3877,789.35986,789.38086,789.39905
4999,271.40063,721.86633,789.3877,789.35986,789.3809,789.39905
5000,271.42712,721.8967,789.3877,789.35986,789.3806,789.39905
5001,271.45364,721.927,789.3877,789.35986,789.3801,789.39905
5002,271.48016,721.9573,789.3877,789.35986,789.3801,789.39905
5003,271.50665,721.9876,789.3877,789.35986,789.38,789.39905
5004,271.53317,722.0179,789.3877,789.35986,789.3795,789.39905
5005,271.55966,722.0482,789.3877,789.35986,789.38055,789.39905
5006,271.58618,722.07837,789.3877,789.35986,789.3804,789.39905
5007,271.61267,722.1087,789.3877,789.35986,789.3803,789.39905
5008,271.63916,722.139,789.3877,789.35986,789.3808,789.39905
5009,271.66565,722.1692,789.3877,789.35986,789.3805,789.39905
5010,271.69214,722.19934,789.3877,789.35986,789.38074,789.39905
5011,271.71863,722.22955,789.3877,789.35986,789.3793,789.39905
5012,271.74512,722.2597,789.3877,789.35986,789.37994,789.39905
5013,271.7716,722.2899,789.3877,789.35986,789.37994,789.39905
5014,271.7981,722.32007,789.3877,789.35986,789.3803,789.3991
5015,271.8246,722.3502,789.3877,789.35986,789.3804,789.3991
5016,271.85107,722.3804,789.3877,789.35986,789.38025,789.3991
5017,271.87753,722.41046,789.3877,789.35986,789.37994,789.3991
5018,271.904,722.4406,789.3877,789.35986,789.3801,789.3991
5019,271.93045,722.4707,789.3877,789.35986,789.3795,789.3991
5020,271.95688,722.5008,789.3877,789.35986,789.38,789.3991
5021,271.98334,722.5308,789.3877,789.35986,789.38055,789.3991
5022,272.00977,722.56085,789.3877,789.35986,789.3802,789.3991
5023,272.03622,722.59094,789.3877,789.35986,789.3798,789.3991
5024,272.06268,722.621,789.3877,789.35986,789.38043,789.3991
5025,272.0891,722.651,789.3877,789.35986,789.38055,789.3991
5026,272.11557,722.681,789.3877,789.35986,789.3802,789.3991
5027,272.14203,722.711,789.3877,789.35986,789.37946,789.3991
5028,272.16846,722.7409,789.3877,789.35986,789.3795,789.3991
5029,272.1949,722.7709,789.3877,789.35986,789.37994,789.3991
5030,272.2213,722.80084,789.3877,789.35986,789.3812,789.3991
5031,272.24777,722.83075,789.3877,789.35986,789.3801,789.3991
5032,272.2742,722.86066,789.3877,789.35986,789.38043,789.3991
5033,272.30063,722.89056,789.3877,789.35986,789.37994,789.3991
5034,272.32706,722.92053,789.3877,789.35986,789.3804,789.3991
5035,272.3535,722.9504,789.3877,789.35986,789.3804,789.3991
5036,272.3799,722.9803,789.3877,789.35986,789.3801,789.3991
5037,272.40637,723.0102,789.3877,789.35986,789.3806,789.3991
5038,272.4328,723.0399,789.3877,789.35986,789.3802,789.3991
5039,272.4592,723.0698,789.3877,789.35986,789.38,789.3991
5040,272.4856,723.0996,789.3877,789.35986,789.3796,789.3992
5041,272.512,723.12946,789.3877,789.35986,789.3799,789.3992
5042,272.53836,723.1592,789.3877,789.35986,789.3801,789.3992
5043,272.56476,723.1889,789.3877,789.35986,789.38074,789.3992
5044,272.59116,723.2187,789.3877,789.35986,789.3802,789.3992
5045,272.61755,723.2484,789.3877,789.35986,789.38055,789.3992
5046,272.64395,723.27814,789.3877,789.35986,789.3808,789.3992
5047,272.67035,723.30786,789.3877,789.35986,789.38104,789.3992
5048,272.69675,723.3375,789.3877,789.35986,789.3802,789.3992
5049,272.7231,723.3673,789.3877,789.35986,789.37994,789.3992
5050,272.7495,723.397,789.3877,789.35986,789.3802,789.3992
5051,272.77588,723.42664,789.3877,789.35986,789.3802,789.3992
5052,272.80225,723.4563,789.3877,789.35986,789.38,789.3992
5053,272.8286,723.48596,789.3877,789.35986,789.38055,789.3992
5054,272.855,723.51556,789.3877,789.35986,789.3795,789.3992
5055,272.88138,723.54517,789.3877,789.35986,789.37964,789.3992
5056,272.90775,723.5747,789.3877,789.35986,789.3792,789.3992
5057,272.9341,723.6044,789.3877,789.35986,789.3799,789.3992
5058,272.9605,723.634,789.3877,789.35986,789.3803,789.3992
5059,272.98688,723.6635,789.3877,789.35986,789.3807,789.3992
5060,273.01324,723.69305,789.3877,789.35986,789.38055,789.3992
5061,273.0396,723.72253,789.3877,789.35986,789.3806,789.3992
5062,273.06595,723.7521,789.3877,789.35986,789.3808,789.3992
5063,273.0923,723.7815,789.3877,789.35986,789.3809,789.3992
5064,273.11862,723.81104,789.3877,789.35986,789.3805,789.3992
5065,273.145,723.84045,789.3877,789.35986,789.3795,789.3992
5066,273.17133,723.86993,789.3877,789.35986,789.3803,789.3992
5067,273.19766,723.8994,789.3877,789.35986,789.37933,789.3992
5068,273.224,723.92883,789.3877,789.35986,789.37946,789.3992
5069,273.25037,723.9583,789.3877,789.35986,789.3799,789.39923
5070,273.2767,723.98773,789.3877,789.35986,789.3797,789.39923
5071,273.30304,724.0171,789.3877,789.35986,789.3798,789.39923
5072,273.32938,724.0465,789.3877,789.35986,789.3797,789.39923
5073,273.35568,724.0758,789.3877,789.35986,789.3796,789.39923
5074,273.382,724.1052,789.3877,789.35986,789.3794,789.39923
5075,273.4083,724.1346,789.3877,789.35986,789.3794,789.39923
5076,273.4346,724.16394,789.3877,789.35986,789.37933,789.39923
5077,273.4609,724.1932,789.3877,789.35986,789.37976,789.39923
5078,273.48724,724.2225,789.3877,789.35986,789.3801,789.39923
5079,273.51355,724.25183,789.3877,789.35986,789.3803,789.39923
5080,273.53986,724.28107,789.3877,789.35986,789.3806,789.39923
5081,273.56616,724.31036,789.3877,789.35986,789.3808,789.39923
5082,273.5925,724.33966,789.3877,789.35986,789.37964,789.39923
5083,273.61877,724.36896,789.3877,789.35986,789.37994,789.39923
5084,273.64508,724.39813,789.3877,789.35986,789.3802,789.39923
5085,273.67136,724.42737,789.3877,789.35986,789.37976,789.39923
5086,273.69766,724.45654,789.3877,789.35986,789.3801,789.39923
5087,273.72394,724.4857,789.3877,789.35986,789.38074,789.39923
5088,273.75024,724.5149,789.3877,789.35986,789.37994,789.39923
5089,273.77652,724.544,789.3877,789.35986,789.3808,789.39923
5090,273.80283,724.5732,789.3877,789.35986,789.38116,789.39923
5091,273.8291,724.6023,789.3877,789.35986,789.3805,789.39923
5092,273.8554,724.6314,789.3877,789.35986,789.38055,789.39923
5093,273.88168,724.6606,789.3877,789.35986,789.3806,789.39923
5094,273.90796,724.6897,789.3877,789.35986,789.3803,789.3993
5095,273.9342,724.7187,789.3877,789.35986,789.3807,789.3993
5096,273.96048,724.74786,789.3877,789.35986,789.3805,789.3993
5097,273.98672,724.7769,789.3877,789.35986,789.38025,789.3993
5098,274.01297,724.80597,789.3877,789.35986,789.37976,789.3993
5099,274.03925,724.835,789.3877,789.35986,789.3795,789.3993
5100,274.0655,724.864,789.3877,789.35986,789.3804,789.3993
5101,274.09174,724.893,789.3877,789.35986,789.38055,789.3993
5102,274.118,724.922,789.3877,789.35986,789.3805,789.3993
5103,274.14426,724.9509,789.3877,789.35986,789.3805,789.3993
5104,274.1705,724.9799,789.3877,789.35986,789.37994,789.3993
5105,274.19675,725.0089,789.3877,789.35986,789.37964,789.3993
5106,274.22296,725.0377,789.3877,789.35986,789.3797,789.3993
5107,274.2492,725.0668,789.3877,789.35986,789.3804,789.3993
5108,274.27545,725.09564,789.3877,789.35986,789.3805,789.3993
5109,274.30167,725.12445,789.3877,789.35986,789.3801,789.3993
5110,274.3279,725.1534,789.3877,789.35986,789.38007,789.3993
5111,274.35413,725.1823,789.3877,789.35986,789.3805,789.3993
5112,274.38037,725.21124,789.3877,789.35986,789.38043,789.3993
5113,274.40662,725.24005,789.3877,789.35986,789.3807,789.3993
5114,274.43283,725.26886,789.3877,789.35986,789.38043,789.3993
5115,274.45908,725.2978,789.3877,789.35986,789.38074,789.3993
5116,274.4853,725.3265,789.3877,789.35986,789.38043,789.3993
5117,274.51147,725.35535,789.3877,789.35986,789.3807,789.3993
5118,274.5377,725.3841,789.3877,789.35986,789.3802,789.3993
5119,274.5639,725.41284,789.3877,789.35986,789.38,789.3993
5120,274.5901,725.4416,789.3877,789.35986,789.3795,789.3993
5121,274.6163,725.47034,789.3877,789.35986,789.3797,789.39935
5122,274.6425,725.4991,789.3877,789.35986,789.3798,789.3993
5123,274.6687,725.52783,789.3877,789.35986,789.3795,789.39935
5124,274.6949,725.5566,789.3877,789.35986,789.3798,789.39935
5125,274.7211,725.5852,789.3877,789.35986,789.38,789.39935
5126,274.74728,725.61395,789.3877,789.35986,789.37994,789.39935
5127,274.7735,725.6426,789.3877,789.35986,789.3794,789.39935
5128,274.79965,725.6712,789.3877,789.35986,789.3794,789.39935
5129,274.82584,725.69995,789.3877,789.35986,789.37976,789.39935
5130,274.85202,725.7286,789.3877,789.35986,789.38043,789.39935
5131,274.8782,725.75726,789.3877,789.35986,789.38025,789.39935
5132,274.90436,725.7858,789.3877,789.35986,789.38074,789.39935
5133,274.93054,725.8144,789.3877,789.35986,789.3807,789.39935
5134,274.95673,725.8429,789.3877,789.35986,789.381,789.39935
5135,274.9829,725.8715,789.3877,789.35986,789.38104,789.39935
5136,275.0091,725.9001,789.3877,789.35986,789.38074,789.39935
5137,275.03528,725.9286,789.3877,789.35986,789.381,789.39935
5138,275.06143,725.9571,789.3877,789.35986,789.3812,789.39935
5139,275.0876,725.9857,789.3877,789.35986,789.38086,789.39935
5140,275.1137,726.0143,789.3877,789.35986,789.38104,789.39935
5141,275.1399,726.04266,789.3877,789.35986,789.3808,789.39935
5142,275.16602,726.0711,789.3877,789.35986,789.3808,789.39935
5143,275.1922,726.0996,789.3877,789.35986,789.38025,789.39935
5144,275.21832,726.12805,789.3877,789.35986,789.3807,789.39935
5145,275.24448,726.1565,789.3877,789.35986,789.381,789.39935
5146,275.27063,726.18494,789.3877,789.35986,789.3804,789.39935
5147,275.29678,726.21326,789.3877,789.35986,789.3799,789.39935
5148,275.32294,726.2417,789.3877,789.35986,789.38025,789.39935
5149,275.34906,726.2701,789.3877,789.35986,789.3798,789.39935
5150,275.37518,726.2984,789.3877,789.35986,789.37976,789.39935
5151,275.4013,726.32684,789.3877,789.35986,789.38025,789.39935
5152,275.42743,726.3551,789.3877,789.35986,789.37994,789.3994
5153,275.45355,726.3835,789.3877,789.35986,789.37994,789.39935
5154,275.47968,726.41187,789.3877,789.35986,789.3803,789.3994
5155,275.5058,726.4402,789.3877,789.35986,789.3801,789.39935
5156,275.53192,726.46844,789.3877,789.35986,789.3802,789.3994
5157,275.55804,726.4967,789.3877,789.35986,789.3802,789.3994
5158,275.58417,726.525,789.3877,789.35986,789.37976,789.3994
5159,275.6103,726.5532,789.3877,789.35986,789.381,789.3994
5160,275.6364,726.58154,789.3877,789.35986,789.3798,789.3994
5161,275.66248,726.60974,789.3877,789.35986,789.38007,789.3994
5162,275.6886,726.638,789.3877,789.35986,789.3802,789.3994
5163,275.7147,726.6662,789.3877,789.35986,789.3804,789.3994
5164,275.74078,726.69434,789.3877,789.35986,789.38025,789.3994
5165,275.76688,726.72253,789.3877,789.35986,789.38,789.3994
5166,275.79297,726.75073,789.3877,789.35986,789.38,789.3994
5167,275.81906,726.7789,789.3877,789.35986,789.3803,789.3994
5168,275.84515,726.807,789.3877,789.35986,789.3796,789.3994
5169,275.87125,726.83514,789.3877,789.35986,789.3798,789.3994
5170,275.89737,726.8633,789.3877,789.35986,789.37915,789.3994
5171,275.92343,726.8914,789.3877,789.35986,789.3794,789.3994
5172,275.9495,726.9195,789.3877,789.35986,789.3797,789.3995
5173,275.97556,726.9476,789.3877,789.35986,789.3797,789.3994
5174,276.0016,726.97565,789.3877,789.35986,789.3802,789.3994
5175,276.02768,727.00366,789.3877,789.35986,789.3801,789.3994
5176,276.0537,727.0317,789.3877,789.35986,789.37976,789.3994
5177,276.0798,727.05975,789.3877,789.35986,789.3794,789.3995
5178,276.10583,727.08777,789.3877,789.35986,789.3796,789.3994
5179,276.13193,727.1158,789.3877,789.35986,789.3799,789.3995
5180,276.15796,727.1438,789.3877,789.35986,789.38055,789.3994
5181,276.18402,727.17175,789.3877,789.35986,789.3812,789.3995
5182,276.21008,727.1997,789.3877,789.35986,789.38074,789.3995
5183,276.2361,727.2277,789.3877,789.35986,789.3803,789.3995
5184,276.26218,727.2557,789.3877,789.35986,789.3807,789.3995
5185,276.2882,727.28357,789.3877,789.35986,789.3807,789.3995
5186,276.31427,727.31146,789.3877,789.35986,789.38086,789.3995
5187,276.3403,727.3394,789.3877,789.35986,789.3808,789.3995
5188,276.36633,727.36725,789.3877,789.35986,789.3806,789.3995
5189,276.3924,727.39514,789.3877,789.35986,789.3809,789.3995
5190,276.41843,727.42303,789.3877,789.35986,789.38043,789.3995
5191,276.4445,727.4509,789.3877,789.35986,789.3805,789.3995
5192,276.47052,727.4787,789.3877,789.35986,789.3805,789.3995
5193,276.49655,727.5065,789.3877,789.35986,789.38,789.3995
5194,276.52255,727.53436,789.3877,789.35986,789.38,789.3995
5195,276.54858,727.56226,789.3877,789.35986,789.37946,789.3995
5196,276.5746,727.5901,789.3877,789.35986,789.37964,789.3995
5197,276.60062,727.6178,789.3877,789.35986,789.3798,789.3995
5198,276.62662,727.64557,789.3877,789.35986,789.38007,789.3995
5199,276.65265,727.67334,789.3877,789.35986,789.3793,789.39954
5200,276.67868,727.70105,789.3877,789.35986,789.3803,789.3995
5201,276.70468,727.7288,789.3877,789.35986,789.37946,789.3995
5202,276.7307,727.75653,789.3877,789.35986,789.3804,789.3995
5203,276.7567,727.7843,789.3877,789.35986,789.3797,789.3995
5204,276.7827,727.81195,789.3877,789.35986,789.3806,789.39954
5205,276.8087,727.83966,789.3877,789.35986,789.3802,789.3995
5206,276.8347,727.86725,789.3877,789.35986,789.3802,789.39954
5207,276.86066,727.8949,789.3877,789.35986,789.38,789.3995
5208,276.88666,727.9226,789.3877,789.35986,789.3799,789.39954
5209,276.91263,727.95026,789.3877,789.35986,789.37946,789.39954
5210,276.93863,727.97784,789.3877,789.35986,789.3795,789.39954
5211,276.9646,728.00543,789.3877,789.35986,789.38055,789.39954
5212,276.9906,728.0331,789.3877,789.35986,789.3803,789.39954
5213,277.01657,728.06067,789.3877,789.35986,789.38086,789.39954
5214,277.04257,728.0883,789.3877,789.35986,789.38074,789.39954
5215,277.06854,728.1158,789.3877,789.35986,789.381,789.39954
5216,277.09448,728.14325,789.3877,789.35986,789.3808,789.39954
5217,277.12045,728.17084,789.3877,789.35986,789.3804,789.39954
5218,277.14642,728.1984,789.3877,789.35986,789.38074,789.39954
5219,277.17236,728.2259,789.3877,789.35986,789.37915,789.39954
5220,277.19833,728.2534,789.3877,789.35986,789.37976,789.39954
5221,277.22427,728.28094,789.3877,789.35986,789.37994,789.39954
5222,277.25024,728.30835,789.3877,789.35986,789.3795,789.39954
5223,277.27618,728.3358,789.3877,789.35986,789.3796,789.39954
5224,277.30215,728.3633,789.3877,789.35986,789.3799,789.3996
5225,277.3281,728.3907,789.3877,789.35986,789.37976,789.39954
5226,277.35406,728.41815,789.3877,789.35986,789.38,789.3996
5227,277.37997,728.44556,789.3877,789.35986,789.3795,789.39954
5228,277.4059,728.47296,789.3877,789.35986,789.3798,789.39954
5229,277.43185,728.50037,789.3877,789.35986,789.3806,789.3996
5230,277.4578,728.5277,789.3877,789.35986,789.37964,789.39954
5231,277.48373,728.55505,789.3877,789.35986,789.38,789.3996
5232,277.50964,728.5824,789.3877,789.35986,789.38007,789.39954
5233,277.5356,728.6098,789.3877,789.35986,789.37964,789.3996
5234,277.56152,728.6371,789.3877,789.35986,789.3801,789.3996
5235,277.58746,728.66437,789.3877,789.35986,789.37964,789.3996
5236,277.6134,728.6916,789.3877,789.35986,789.38,789.3996
5237,277.6393,728.719,789.3877,789.35986,789.37976,789.3996
5238,277.66522,728.74634,789.3877,789.35986,789.3799,789.3996
5239,277.69113,728.77356,789.3877,789.35986,789.38055,789.3996
5240,277.71704,728.80084,789.3877,789.35986,789.38086,789.3996
5241,277.74295,728.8281,789.3877,789.35986,789.38074,789.3996
5242,277.76886,728.85535,789.3877,789.35986,789.3809,789.3996
5243,277.79477,728.88257,789.3877,789.35986,789.3809,789.3996
5244,277.82068,728.90967,789.3877,789.35986,789.3807,789.3996
5245,277.8466,728.9368,789.3877,789.35986,789.3808,789.3996
5246,277.8725,728.964,789.3877,789.35986,789.38007,789.3996
5247,277.8984,728.9913,789.3877,789.35986,789.37994,789.3996
5248,277.9243,729.0184,789.3877,789.35986,789.3798,789.3996
5249,277.9502,729.0455,789.3877,789.35986,789.38007,789.3996
5250,277.97607,729.0726,789.3877,789.35986,789.37976,789.3996
5251,278.00195,729.09973,789.3877,789.35986,789.37994,789.3996
5252,278.02783,729.1269,789.3877,789.35986,789.3802,789.3996
5253,278.0537,729.15405,789.3877,789.35986,789.3802,789.3996
5254,278.0796,729.1811,789.3877,789.35986,789.38025,789.3996
5255,278.1055,729.2081,789.3877,789.35986,789.38025,789.3996
5256,278.13138,729.2353,789.3877,789.35986,789.3794,789.3996
5257,278.15723,729.26227,789.3877,789.35986,789.3795,789.3996
5258,278.18314,729.28937,789.3877,789.35986,789.37946,789.3996
5259,278.20898,729.3163,789.3877,789.35986,789.3793,789.3996
5260,278.23483,729.34326,789.3877,789.35986,789.3797,789.3996
5261,278.26068,729.37036,789.3877,789.35986,789.3796,789.3996
5262,278.28656,729.3974,789.3877,789.35986,789.3799,789.39966
5263,278.3124,729.4243,789.3877,789.35986,789.3795,789.3996
5264,278.33826,729.4513,789.3877,789.35986,789.37946,789.39966
5265,278.3641,729.4782,789.3877,789.35986,789.38043,789.3996
5266,278.38995,729.5052,789.3877,789.35986,789.38007,789.39966
5267,278.4158,729.5321,789.3877,789.35986,789.38055,789.39966
5268,278.44168,729.559,789.3877,789.35986,789.3807,789.39966
5269,278.46753,729.58594,789.3877,789.35986,789.3799,789.39966
5270,278.49335,729.6128,789.3877,789.35986,789.37964,789.39966
5271,278.51917,729.63965,789.3877,789.35986,789.3806,789.39966
5272,278.545,729.6665,789.3877,789.35986,789.38043,789.39966
5273,278.57083,729.69336,789.3877,789.35986,789.38074,789.39966
5274,278.59665,729.7202,789.3877,789.35986,789.37964,789.39966
5275,278.62247,729.7471,789.3877,789.35986,789.3794,789.39966
5276,278.64832,729.77386,789.3877,789.35986,789.37946,789.39966
5277,278.67413,729.80066,789.3877,789.35986,789.3796,789.39966
5278,278.69995,729.8274,789.3877,789.35986,789.3796,789.39966
5279,278.72577,729.8541,789.3877,789.35986,789.37976,789.39966
5280,278.7516,729.881,789.3877,789.35986,789.3806,789.39966
5281,278.7774,729.9077,789.3877,789.35986,789.38055,789.39966
5282,278.80322,729.9345,789.3877,789.35986,789.38055,789.3997
5283,278.829,729.9612,789.3877,789.35986,789.38074,789.39966
5284,278.8548,729.9879,789.3877,789.35986,789.3802,789.39966
5285,278.8806,730.01465,789.3877,789.35986,789.38025,789.39966
5286,278.90643,730.0413,789.3877,789.35986,789.3797,789.39966
5287,278.93225,730.06805,789.3877,789.35986,789.3801,789.3997
5288,278.95804,730.0947,789.3877,789.35986,789.38025,789.39966
5289,278.98386,730.1214,789.3877,789.35986,789.3803,789.3997
5290,279.00964,730.148,789.3877,789.35986,789.3808,789.39966
5291,279.03546,730.1746,789.3877,789.35986,789.38116,789.3997
5292,279.06125,730.20123,789.3877,789.35986,789.3807,789.3997
5293,279.08704,730.2279,789.3877,789.35986,789.38043,789.3997
5294,279.1128,730.2546,789.3877,789.35986,789.3806,789.3997
5295,279.13858,730.2811,789.3877,789.35986,789.3804,789.3997
5296,279.16434,730.3077,789.3877,789.35986,789.3799,789.3997
5297,279.19012,730.3342,789.3877,789.35986,789.37946,789.3997
5298,279.21588,730.3608,789.3877,789.35986,789.38025,789.3997
5299,279.24167,730.3873,789.3877,789.35986,789.3794,789.3997
5300,279.26746,730.4138,789.3877,789.35986,789.37933,789.3997
5301,279.2932,730.4403,789.3877,789.35986,789.3804,789.3997
5302,279.319,730.46686,789.3877,789.35986,789.37933,789.3997
5303,279.34476,730.49335,789.3877,789.35986,789.3802,789.3997
5304,279.37048,730.5199,789.3877,789.35986,789.3794,789.3997
5305,279.39624,730.5463,789.3877,789.35986,789.3795,789.3997
5306,279.422,730.57275,789.3877,789.35986,789.3811,789.3997
5307,279.44775,730.59924,789.3877,789.35986,789.3808,789.3998
5308,279.47348,730.6257,789.3877,789.35986,789.3809,789.3997
5309,279.49924,730.65204,789.3877,789.35986,789.3809,789.3998
5310,279.525,730.6784,789.3877,789.35986,789.38074,789.3997
5311,279.55072,730.7049,789.3877,789.35986,789.3809,789.3997
5312,279.57648,730.73126,789.3877,789.35986,789.381,789.3998
5313,279.6022,730.7576,789.3877,789.35986,789.3809,789.3997
5314,279.62796,730.784,789.3877,789.35986,789.3811,789.3998
5315,279.65366,730.81036,789.3877,789.35986,789.3808,789.3997
5316,279.6794,730.83673,789.3877,789.35986,789.38086,789.3998
5317,279.7051,730.86304,789.3877,789.35986,789.3807,789.3998
5318,279.73083,730.8894,789.3877,789.35986,789.38025,789.3998
5319,279.75656,730.91565,789.3877,789.35986,789.3806,789.3998
5320,279.7823,730.942,789.3877,789.35986,789.38,789.3998
5321,279.808,730.9683,789.3877,789.35986,789.3795,789.3998
5322,279.83374,730.99457,789.3877,789.35986,789.3798,789.3998
5323,279.85947,731.0208,789.3877,789.35986,789.3802,789.3998
5324,279.8852,731.047,789.3877,789.35986,789.3798,789.3998
5325,279.9109,731.07324,789.3877,789.35986,789.3801,789.3998
5326,279.93658,731.0994,789.3877,789.35986,789.37976,789.3998
5327,279.96228,731.1257,789.3877,789.35986,789.3795,789.3998
