sep= 
Time [s]	R2_m5 [ng/cm^2]	C1_m [ng/cm^2]
0.0000	Failed	Failed
1.1117	Failed	Failed
2.2301	Failed	Failed
3.3582	Failed	Failed
4.4753	Failed	Failed
5.5933	Failed	Failed
6.7090	Failed	Failed
7.8255	Failed	Failed
8.9418	Failed	Failed
10.0621	Failed	Failed
11.1722	Failed	Failed
12.2874	Failed	Failed
13.3570	Failed	Failed
14.3776	Failed	Failed
15.4798	Failed	Failed
16.5806	Failed	Failed
17.6936	Failed	Failed
18.8009	Failed	Failed
19.9199	Failed	Failed
21.0291	Failed	Failed
22.1510	Failed	Failed
23.2445	Failed	Failed
24.3567	Failed	Failed
25.4790	Failed	Failed
26.5890	Failed	Failed
27.7040	Failed	Failed
28.8249	Failed	Failed
29.9478	Failed	Failed
31.0658	Failed	Failed
32.1488	Failed	Failed
33.2669	Failed	Failed
34.3935	Failed	Failed
35.5150	Failed	Failed
36.6328	Failed	Failed
37.7517	Failed	Failed
38.8649	Failed	Failed
39.9508	Failed	Failed
41.0601	Failed	Failed
42.1726	Failed	Failed
43.2820	Failed	Failed
44.4018	Failed	Failed
45.5163	Failed	Failed
46.6368	Failed	Failed
47.7574	Failed	Failed
48.8848	Failed	Failed
50.0031	Failed	Failed
51.1129	Failed	Failed
52.2300	Failed	Failed
53.3468	Failed	Failed
54.4621	Failed	Failed
55.5707	Failed	Failed
56.6938	Failed	Failed
57.8118	Failed	Failed
58.9349	Failed	Failed
60.0478	Failed	Failed
61.1601	Failed	Failed
62.2721	Failed	Failed
63.3957	Failed	Failed
64.5197	Failed	Failed
65.6407	Failed	Failed
66.7617	Failed	Failed
67.8757	Failed	Failed
68.9981	Failed	Failed
70.1143	Failed	Failed
71.2342	Failed	Failed
72.3498	Failed	Failed
73.4641	Failed	Failed
74.5797	Failed	Failed
75.6979	Failed	Failed
76.8081	Failed	Failed
77.9182	Failed	Failed
79.0337	Failed	Failed
80.1453	Failed	Failed
81.2562	Failed	Failed
82.3621	Failed	Failed
83.4571	Failed	Failed
